INTERACTOR_A	INTERACTOR_B
AT2G23840	AT1G79510
AT2G23840	AT2G27290
AT2G23840	AT2G29360
AT2G23840	AT3G15840
AT2G23840	AT3G18500
AT2G23840	AT3G27925
AT2G23840	AT4G19170
AT2G23840	AT4G25650
AT2G23840	AT4G27390
AT2G23840	AT5G37360
AT2G23840	AT5G40500
AT2G23840	AT5G57040
AT2G23840	AT5G57345
AT2G23840	AT5G65840
AT2G23900	AT1G01310
AT2G23900	AT1G01980
AT2G23900	AT1G03050
AT2G23900	AT1G11770
AT2G23900	AT1G14420
AT2G23900	AT1G23350
AT2G23900	AT1G54070
AT2G23900	AT1G76370
AT2G23900	AT2G02140
AT2G23900	AT2G05850
AT2G23900	AT2G16730
AT2G23900	AT2G24450
AT2G23900	AT2G31500
AT2G23900	AT3G02810
AT2G23900	AT3G02970
AT2G23900	AT3G05610
AT2G23900	AT3G09530
AT2G23900	AT3G17060
AT2G23900	AT3G20190
AT2G23900	AT3G20530
AT2G23900	AT3G20580
AT2G23900	AT3G25165
AT2G23900	AT3G25170
AT2G23900	AT3G26110
AT2G23900	AT3G26860
AT2G23900	AT3G43860
AT2G23900	AT3G52600
AT2G23900	AT3G54800
AT2G23900	AT4G02250
AT2G23900	AT4G03290
AT2G23900	AT4G24640
AT2G23900	AT4G36490
AT2G23900	AT5G04180
AT2G23900	AT5G15110
AT2G23900	AT5G16500
AT2G23900	AT5G23270
AT2G23900	AT5G39880
AT2G23900	AT5G48140
AT2G23900	AT5G50830
AT2G23900	AT5G54095
AT2G23900	AT5G58170
AT2G23930	AT2G29530
AT2G23930	AT4G14320
AT2G23930	AT4G26230
AT2G23930	AT4G30330
AT2G23930	AT4G31985
AT2G24020	AT1G01080
AT2G24020	AT1G04420
AT2G24020	AT1G05190
AT2G24020	AT1G06190
AT2G24020	AT1G07320
AT2G24020	AT1G08540
AT2G24020	AT1G11430
AT2G24020	AT1G14270
AT2G24020	AT1G17650
AT2G24020	AT1G32550
AT2G24020	AT1G32990
AT2G24020	AT1G35680
AT2G24020	AT1G36390
AT2G24020	AT1G48350
AT2G24020	AT1G62780
AT2G24020	AT1G63610
AT2G24020	AT1G64510
AT2G24020	AT1G67700
AT2G24020	AT1G68590
AT2G24020	AT1G73060
AT2G24020	AT1G73110
AT2G24020	AT1G74970
AT2G24020	AT1G75350
AT2G24020	AT1G76450
AT2G24020	AT1G78630
AT2G24020	AT1G79850
AT2G24020	AT2G03420
AT2G24020	AT2G17972
AT2G24020	AT2G21280
AT2G24020	AT2G21385
AT2G24020	AT2G27680
AT2G24020	AT2G29180
AT2G24020	AT2G33180
AT2G24020	AT2G33450
AT2G24020	AT2G36990
AT2G24020	AT2G41680
AT2G24020	AT2G43030
AT2G24020	AT2G43560
AT2G24020	AT3G01480
AT2G24020	AT3G08740
AT2G24020	AT3G09210
AT2G24020	AT3G13120
AT2G24020	AT3G15190
AT2G24020	AT3G19810
AT2G24020	AT3G21200
AT2G24020	AT3G24430
AT2G24020	AT3G25480
AT2G24020	AT3G25920
AT2G24020	AT3G26060
AT2G24020	AT3G26710
AT2G24020	AT3G27160
AT2G24020	AT3G28460
AT2G24020	AT3G29185
AT2G24020	AT3G44890
AT2G24020	AT3G47450
AT2G24020	AT3G47650
AT2G24020	AT3G48730
AT2G24020	AT3G52150
AT2G24020	AT3G52380
AT2G24020	AT3G54210
AT2G24020	AT3G55250
AT2G24020	AT3G56910
AT2G24020	AT3G60370
AT2G24020	AT3G62030
AT2G24020	AT3G62910
AT2G24020	AT3G63190
AT2G24020	AT3G63490
AT2G24020	AT4G01310
AT2G24020	AT4G02530
AT2G24020	AT4G11175
AT2G24020	AT4G14890
AT2G24020	AT4G17560
AT2G24020	AT4G17600
AT2G24020	AT4G18480
AT2G24020	AT4G24090
AT2G24020	AT4G24770
AT2G24020	AT4G25050
AT2G24020	AT4G29060
AT2G24020	AT4G30620
AT2G24020	AT4G34090
AT2G24020	AT4G37040
AT2G24020	AT4G37510
AT2G24020	AT4G39040
AT2G24020	AT5G02710
AT2G24020	AT5G03940
AT2G24020	AT5G11450
AT2G24020	AT5G13510
AT2G24020	AT5G14320
AT2G24020	AT5G14660
AT2G24020	AT5G14910
AT2G24020	AT5G18660
AT2G24020	AT5G28500
AT2G24020	AT5G28750
AT2G24020	AT5G30510
AT2G24020	AT5G44650
AT2G24020	AT5G45930
AT2G24020	AT5G47190
AT2G24020	AT5G50250
AT2G24020	AT5G51545
AT2G24020	AT5G52960
AT2G24020	AT5G52970
AT2G24020	AT5G54600
AT2G24020	AT5G55220
AT2G24020	AT5G58250
AT2G24020	AT5G63310
AT2G24020	AT5G65220
AT2G24020	AT5G66470
AT2G24060	AT1G01080
AT2G24060	AT1G01970
AT2G24060	AT1G02150
AT2G24060	AT1G03600
AT2G24060	AT1G03630
AT2G24060	AT1G03680
AT2G24060	AT1G04420
AT2G24060	AT1G05190
AT2G24060	AT1G06190
AT2G24060	AT1G07320
AT2G24060	AT1G08520
AT2G24060	AT1G08540
AT2G24060	AT1G09340
AT2G24060	AT1G11430
AT2G24060	AT1G11860
AT2G24060	AT1G12800
AT2G24060	AT1G12860
AT2G24060	AT1G14030
AT2G24060	AT1G14270
AT2G24060	AT1G14345
AT2G24060	AT1G15730
AT2G24060	AT1G17220
AT2G24060	AT1G17650
AT2G24060	AT1G19150
AT2G24060	AT1G21600
AT2G24060	AT1G22700
AT2G24060	AT1G26230
AT2G24060	AT1G29070
AT2G24060	AT1G31800
AT2G24060	AT1G31920
AT2G24060	AT1G32470
AT2G24060	AT1G32550
AT2G24060	AT1G32990
AT2G24060	AT1G33810
AT2G24060	AT1G35680
AT2G24060	AT1G36390
AT2G24060	AT1G43560
AT2G24060	AT1G44920
AT2G24060	AT1G45474
AT2G24060	AT1G48350
AT2G24060	AT1G48520
AT2G24060	AT1G49380
AT2G24060	AT1G49975
AT2G24060	AT1G50450
AT2G24060	AT1G50900
AT2G24060	AT1G54500
AT2G24060	AT1G54780
AT2G24060	AT1G55370
AT2G24060	AT1G55480
AT2G24060	AT1G55490
AT2G24060	AT1G59840
AT2G24060	AT1G60000
AT2G24060	AT1G60550
AT2G24060	AT1G60600
AT2G24060	AT1G62750
AT2G24060	AT1G62780
AT2G24060	AT1G63610
AT2G24060	AT1G64510
AT2G24060	AT1G67700
AT2G24060	AT1G68590
AT2G24060	AT1G70200
AT2G24060	AT1G71500
AT2G24060	AT1G71720
AT2G24060	AT1G73060
AT2G24060	AT1G73110
AT2G24060	AT1G74730
AT2G24060	AT1G74970
AT2G24060	AT1G75350
AT2G24060	AT1G75690
AT2G24060	AT1G76450
AT2G24060	AT1G77090
AT2G24060	AT1G78630
AT2G24060	AT1G79850
AT2G24060	AT2G03420
AT2G24060	AT2G17033
AT2G24060	AT2G17972
AT2G24060	AT2G20890
AT2G24060	AT2G21280
AT2G24060	AT2G21330
AT2G24060	AT2G21385
AT2G24060	AT2G24020
AT2G24060	AT2G24090
AT2G24060	AT2G27680
AT2G24060	AT2G29180
AT2G24060	AT2G31840
AT2G24060	AT2G33180
AT2G24060	AT2G33450
AT2G24060	AT2G36990
AT2G24060	AT2G40490
AT2G24060	AT2G41680
AT2G24060	AT2G43030
AT2G24060	AT2G43560
AT2G24060	AT2G47590
AT2G24060	AT2G47910
AT2G24060	AT2G47940
AT2G24060	AT3G01370
AT2G24060	AT3G01480
AT2G24060	AT3G03710
AT2G24060	AT3G04260
AT2G24060	AT3G04550
AT2G24060	AT3G04760
AT2G24060	AT3G06730
AT2G24060	AT3G06950
AT2G24060	AT3G06980
AT2G24060	AT3G07670
AT2G24060	AT3G08010
AT2G24060	AT3G08740
AT2G24060	AT3G08920
AT2G24060	AT3G09210
AT2G24060	AT3G09580
AT2G24060	AT3G10840
AT2G24060	AT3G11630
AT2G24060	AT3G12080
AT2G24060	AT3G12780
AT2G24060	AT3G12930
AT2G24060	AT3G13120
AT2G24060	AT3G13180
AT2G24060	AT3G14110
AT2G24060	AT3G14930
AT2G24060	AT3G15110
AT2G24060	AT3G15190
AT2G24060	AT3G15520
AT2G24060	AT3G15850
AT2G24060	AT3G16000
AT2G24060	AT3G16250
AT2G24060	AT3G18390
AT2G24060	AT3G18680
AT2G24060	AT3G18890
AT2G24060	AT3G19810
AT2G24060	AT3G20230
AT2G24060	AT3G20930
AT2G24060	AT3G21200
AT2G24060	AT3G22150
AT2G24060	AT3G22210
AT2G24060	AT3G23700
AT2G24060	AT3G23760
AT2G24060	AT3G24430
AT2G24060	AT3G24590
AT2G24060	AT3G25480
AT2G24060	AT3G25660
AT2G24060	AT3G25805
AT2G24060	AT3G25920
AT2G24060	AT3G26060
AT2G24060	AT3G26710
AT2G24060	AT3G27160
AT2G24060	AT3G28460
AT2G24060	AT3G29185
AT2G24060	AT3G43540
AT2G24060	AT3G44890
AT2G24060	AT3G47450
AT2G24060	AT3G47650
AT2G24060	AT3G48200
AT2G24060	AT3G48420
AT2G24060	AT3G48730
AT2G24060	AT3G49470
AT2G24060	AT3G51140
AT2G24060	AT3G51510
AT2G24060	AT3G51820
AT2G24060	AT3G52150
AT2G24060	AT3G52380
AT2G24060	AT3G53130
AT2G24060	AT3G54050
AT2G24060	AT3G54090
AT2G24060	AT3G54210
AT2G24060	AT3G55250
AT2G24060	AT3G55330
AT2G24060	AT3G55800
AT2G24060	AT3G56010
AT2G24060	AT3G56650
AT2G24060	AT3G56910
AT2G24060	AT3G57180
AT2G24060	AT3G59040
AT2G24060	AT3G60370
AT2G24060	AT3G61870
AT2G24060	AT3G62030
AT2G24060	AT3G62910
AT2G24060	AT3G63190
AT2G24060	AT3G63410
AT2G24060	AT3G63490
AT2G24060	AT4G01310
AT2G24060	AT4G01690
AT2G24060	AT4G02530
AT2G24060	AT4G02790
AT2G24060	AT4G03150
AT2G24060	AT4G04350
AT2G24060	AT4G09010
AT2G24060	AT4G11175
AT2G24060	AT4G12970
AT2G24060	AT4G14870
AT2G24060	AT4G14890
AT2G24060	AT4G15510
AT2G24060	AT4G16390
AT2G24060	AT4G16410
AT2G24060	AT4G17560
AT2G24060	AT4G17600
AT2G24060	AT4G18370
AT2G24060	AT4G18480
AT2G24060	AT4G19100
AT2G24060	AT4G19985
AT2G24060	AT4G20130
AT2G24060	AT4G20360
AT2G24060	AT4G20960
AT2G24060	AT4G24090
AT2G24060	AT4G24750
AT2G24060	AT4G24770
AT2G24060	AT4G25050
AT2G24060	AT4G25080
AT2G24060	AT4G26370
AT2G24060	AT4G27600
AT2G24060	AT4G28080
AT2G24060	AT4G28660
AT2G24060	AT4G29060
AT2G24060	AT4G30950
AT2G24060	AT4G31850
AT2G24060	AT4G33470
AT2G24060	AT4G33500
AT2G24060	AT4G34090
AT2G24060	AT4G34190
AT2G24060	AT4G34830
AT2G24060	AT4G36390
AT2G24060	AT4G37040
AT2G24060	AT4G37510
AT2G24060	AT4G38160
AT2G24060	AT4G39040
AT2G24060	AT4G39970
AT2G24060	AT5G02710
AT2G24060	AT5G03940
AT2G24060	AT5G05740
AT2G24060	AT5G06290
AT2G24060	AT5G08280
AT2G24060	AT5G08650
AT2G24060	AT5G10690
AT2G24060	AT5G11450
AT2G24060	AT5G11480
AT2G24060	AT5G13510
AT2G24060	AT5G13730
AT2G24060	AT5G14320
AT2G24060	AT5G14460
AT2G24060	AT5G14660
AT2G24060	AT5G14910
AT2G24060	AT5G16710
AT2G24060	AT5G16715
AT2G24060	AT5G17670
AT2G24060	AT5G18660
AT2G24060	AT5G22340
AT2G24060	AT5G22640
AT2G24060	AT5G23060
AT2G24060	AT5G23120
AT2G24060	AT5G27560
AT2G24060	AT5G28500
AT2G24060	AT5G28750
AT2G24060	AT5G30510
AT2G24060	AT5G35790
AT2G24060	AT5G36170
AT2G24060	AT5G38290
AT2G24060	AT5G38520
AT2G24060	AT5G39210
AT2G24060	AT5G40160
AT2G24060	AT5G42070
AT2G24060	AT5G42765
AT2G24060	AT5G44650
AT2G24060	AT5G45680
AT2G24060	AT5G45930
AT2G24060	AT5G46420
AT2G24060	AT5G46580
AT2G24060	AT5G47190
AT2G24060	AT5G50250
AT2G24060	AT5G51100
AT2G24060	AT5G51110
AT2G24060	AT5G51545
AT2G24060	AT5G52100
AT2G24060	AT5G52440
AT2G24060	AT5G52960
AT2G24060	AT5G52970
AT2G24060	AT5G53490
AT2G24060	AT5G53580
AT2G24060	AT5G53860
AT2G24060	AT5G54600
AT2G24060	AT5G55220
AT2G24060	AT5G55740
AT2G24060	AT5G57170
AT2G24060	AT5G57930
AT2G24060	AT5G58250
AT2G24060	AT5G62840
AT2G24060	AT5G63310
AT2G24060	AT5G64380
AT2G24060	AT5G65220
AT2G24060	AT5G66470
AT2G24090	AT1G01080
AT2G24090	AT1G01320
AT2G24090	AT1G02150
AT2G24090	AT1G02560
AT2G24090	AT1G03130
AT2G24090	AT1G03475
AT2G24090	AT1G03600
AT2G24090	AT1G03630
AT2G24090	AT1G03680
AT2G24090	AT1G04420
AT2G24090	AT1G04640
AT2G24090	AT1G05190
AT2G24090	AT1G06680
AT2G24090	AT1G07320
AT2G24090	AT1G08380
AT2G24090	AT1G08520
AT2G24090	AT1G08540
AT2G24090	AT1G09310
AT2G24090	AT1G09340
AT2G24090	AT1G11430
AT2G24090	AT1G11750
AT2G24090	AT1G11860
AT2G24090	AT1G12250
AT2G24090	AT1G12410
AT2G24090	AT1G12800
AT2G24090	AT1G12860
AT2G24090	AT1G12900
AT2G24090	AT1G14030
AT2G24090	AT1G14150
AT2G24090	AT1G14270
AT2G24090	AT1G14345
AT2G24090	AT1G15260
AT2G24090	AT1G15820
AT2G24090	AT1G15980
AT2G24090	AT1G16080
AT2G24090	AT1G17220
AT2G24090	AT1G17650
AT2G24090	AT1G18060
AT2G24090	AT1G18170
AT2G24090	AT1G18730
AT2G24090	AT1G19150
AT2G24090	AT1G19740
AT2G24090	AT1G20020
AT2G24090	AT1G20340
AT2G24090	AT1G20810
AT2G24090	AT1G21350
AT2G24090	AT1G21500
AT2G24090	AT1G21600
AT2G24090	AT1G22700
AT2G24090	AT1G22850
AT2G24090	AT1G23740
AT2G24090	AT1G26220
AT2G24090	AT1G27480
AT2G24090	AT1G29070
AT2G24090	AT1G30380
AT2G24090	AT1G31330
AT2G24090	AT1G31800
AT2G24090	AT1G32060
AT2G24090	AT1G32080
AT2G24090	AT1G32160
AT2G24090	AT1G32200
AT2G24090	AT1G32220
AT2G24090	AT1G32470
AT2G24090	AT1G32550
AT2G24090	AT1G32990
AT2G24090	AT1G33810
AT2G24090	AT1G34000
AT2G24090	AT1G35420
AT2G24090	AT1G35680
AT2G24090	AT1G36320
AT2G24090	AT1G42970
AT2G24090	AT1G43560
AT2G24090	AT1G44575
AT2G24090	AT1G44920
AT2G24090	AT1G45230
AT2G24090	AT1G45474
AT2G24090	AT1G48350
AT2G24090	AT1G49380
AT2G24090	AT1G49975
AT2G24090	AT1G50320
AT2G24090	AT1G50900
AT2G24090	AT1G51100
AT2G24090	AT1G51110
AT2G24090	AT1G51400
AT2G24090	AT1G52220
AT2G24090	AT1G52230
AT2G24090	AT1G52510
AT2G24090	AT1G54500
AT2G24090	AT1G54780
AT2G24090	AT1G55370
AT2G24090	AT1G55480
AT2G24090	AT1G55670
AT2G24090	AT1G56500
AT2G24090	AT1G59840
AT2G24090	AT1G60000
AT2G24090	AT1G60550
AT2G24090	AT1G60600
AT2G24090	AT1G60950
AT2G24090	AT1G61520
AT2G24090	AT1G62750
AT2G24090	AT1G62780
AT2G24090	AT1G63970
AT2G24090	AT1G64150
AT2G24090	AT1G64355
AT2G24090	AT1G64510
AT2G24090	AT1G64680
AT2G24090	AT1G64770
AT2G24090	AT1G65230
AT2G24090	AT1G65260
AT2G24090	AT1G67700
AT2G24090	AT1G67740
AT2G24090	AT1G68010
AT2G24090	AT1G68590
AT2G24090	AT1G70760
AT2G24090	AT1G71500
AT2G24090	AT1G72610
AT2G24090	AT1G73060
AT2G24090	AT1G73110
AT2G24090	AT1G73655
AT2G24090	AT1G74470
AT2G24090	AT1G74730
AT2G24090	AT1G74880
AT2G24090	AT1G74970
AT2G24090	AT1G75350
AT2G24090	AT1G75690
AT2G24090	AT1G76100
AT2G24090	AT1G76450
AT2G24090	AT1G76730
AT2G24090	AT1G77090
AT2G24090	AT1G77490
AT2G24090	AT1G78630
AT2G24090	AT1G79040
AT2G24090	AT1G79850
AT2G24090	AT2G01110
AT2G24090	AT2G01590
AT2G24090	AT2G03420
AT2G24090	AT2G03750
AT2G24090	AT2G04039
AT2G24090	AT2G04700
AT2G24090	AT2G05620
AT2G24090	AT2G06520
AT2G24090	AT2G10940
AT2G24090	AT2G17033
AT2G24090	AT2G17240
AT2G24090	AT2G17972
AT2G24090	AT2G18710
AT2G24090	AT2G20260
AT2G24090	AT2G20270
AT2G24090	AT2G20890
AT2G24090	AT2G21280
AT2G24090	AT2G21330
AT2G24090	AT2G21960
AT2G24090	AT2G24020
AT2G24090	AT2G24270
AT2G24090	AT2G25080
AT2G24090	AT2G26500
AT2G24090	AT2G27680
AT2G24090	AT2G28605
AT2G24090	AT2G28800
AT2G24090	AT2G29180
AT2G24090	AT2G33180
AT2G24090	AT2G33430
AT2G24090	AT2G33450
AT2G24090	AT2G35260
AT2G24090	AT2G36000
AT2G24090	AT2G36145
AT2G24090	AT2G36990
AT2G24090	AT2G37220
AT2G24090	AT2G38540
AT2G24090	AT2G39730
AT2G24090	AT2G40490
AT2G24090	AT2G43030
AT2G24090	AT2G43560
AT2G24090	AT2G47400
AT2G24090	AT2G47450
AT2G24090	AT2G47590
AT2G24090	AT2G47910
AT2G24090	AT2G47940
AT2G24090	AT2G48070
AT2G24090	AT3G01480
AT2G24090	AT3G01500
AT2G24090	AT3G02730
AT2G24090	AT3G04760
AT2G24090	AT3G04790
AT2G24090	AT3G06483
AT2G24090	AT3G06950
AT2G24090	AT3G07670
AT2G24090	AT3G08010
AT2G24090	AT3G08740
AT2G24090	AT3G08920
AT2G24090	AT3G08940
AT2G24090	AT3G09210
AT2G24090	AT3G09580
AT2G24090	AT3G10060
AT2G24090	AT3G11630
AT2G24090	AT3G12780
AT2G24090	AT3G12930
AT2G24090	AT3G13120
AT2G24090	AT3G14110
AT2G24090	AT3G14930
AT2G24090	AT3G15110
AT2G24090	AT3G15190
AT2G24090	AT3G15360
AT2G24090	AT3G15520
AT2G24090	AT3G15850
AT2G24090	AT3G15900
AT2G24090	AT3G16140
AT2G24090	AT3G16250
AT2G24090	AT3G18050
AT2G24090	AT3G18680
AT2G24090	AT3G18890
AT2G24090	AT3G20230
AT2G24090	AT3G20680
AT2G24090	AT3G21055
AT2G24090	AT3G21200
AT2G24090	AT3G22210
AT2G24090	AT3G23700
AT2G24090	AT3G23760
AT2G24090	AT3G24430
AT2G24090	AT3G25480
AT2G24090	AT3G25660
AT2G24090	AT3G25805
AT2G24090	AT3G25920
AT2G24090	AT3G26060
AT2G24090	AT3G26650
AT2G24090	AT3G26710
AT2G24090	AT3G26900
AT2G24090	AT3G27160
AT2G24090	AT3G27750
AT2G24090	AT3G28460
AT2G24090	AT3G29185
AT2G24090	AT3G32930
AT2G24090	AT3G44890
AT2G24090	AT3G45050
AT2G24090	AT3G46780
AT2G24090	AT3G47070
AT2G24090	AT3G47650
AT2G24090	AT3G48200
AT2G24090	AT3G48420
AT2G24090	AT3G48730
AT2G24090	AT3G50685
AT2G24090	AT3G50820
AT2G24090	AT3G51140
AT2G24090	AT3G51420
AT2G24090	AT3G51510
AT2G24090	AT3G51820
AT2G24090	AT3G52150
AT2G24090	AT3G52155
AT2G24090	AT3G52380
AT2G24090	AT3G53130
AT2G24090	AT3G54050
AT2G24090	AT3G54210
AT2G24090	AT3G54890
AT2G24090	AT3G54900
AT2G24090	AT3G55040
AT2G24090	AT3G55250
AT2G24090	AT3G55330
AT2G24090	AT3G55800
AT2G24090	AT3G56010
AT2G24090	AT3G56650
AT2G24090	AT3G56910
AT2G24090	AT3G56940
AT2G24090	AT3G59400
AT2G24090	AT3G60370
AT2G24090	AT3G61870
AT2G24090	AT3G62030
AT2G24090	AT3G62910
AT2G24090	AT3G63140
AT2G24090	AT3G63160
AT2G24090	AT3G63190
AT2G24090	AT3G63410
AT2G24090	AT3G63490
AT2G24090	AT4G00895
AT2G24090	AT4G01050
AT2G24090	AT4G01150
AT2G24090	AT4G01310
AT2G24090	AT4G02530
AT2G24090	AT4G02770
AT2G24090	AT4G02790
AT2G24090	AT4G03150
AT2G24090	AT4G03280
AT2G24090	AT4G03520
AT2G24090	AT4G04640
AT2G24090	AT4G05180
AT2G24090	AT4G09010
AT2G24090	AT4G09650
AT2G24090	AT4G10300
AT2G24090	AT4G10340
AT2G24090	AT4G11175
AT2G24090	AT4G12800
AT2G24090	AT4G12970
AT2G24090	AT4G14870
AT2G24090	AT4G14890
AT2G24090	AT4G15510
AT2G24090	AT4G16410
AT2G24090	AT4G16980
AT2G24090	AT4G17560
AT2G24090	AT4G17600
AT2G24090	AT4G18370
AT2G24090	AT4G18480
AT2G24090	AT4G19100
AT2G24090	AT4G19985
AT2G24090	AT4G20130
AT2G24090	AT4G20360
AT2G24090	AT4G21210
AT2G24090	AT4G21280
AT2G24090	AT4G21860
AT2G24090	AT4G22830
AT2G24090	AT4G22890
AT2G24090	AT4G24090
AT2G24090	AT4G24750
AT2G24090	AT4G24770
AT2G24090	AT4G24930
AT2G24090	AT4G25050
AT2G24090	AT4G25080
AT2G24090	AT4G26370
AT2G24090	AT4G27440
AT2G24090	AT4G27600
AT2G24090	AT4G27700
AT2G24090	AT4G28080
AT2G24090	AT4G28660
AT2G24090	AT4G28750
AT2G24090	AT4G29060
AT2G24090	AT4G30950
AT2G24090	AT4G31850
AT2G24090	AT4G32260
AT2G24090	AT4G33470
AT2G24090	AT4G34090
AT2G24090	AT4G34190
AT2G24090	AT4G34290
AT2G24090	AT4G34620
AT2G24090	AT4G34830
AT2G24090	AT4G35250
AT2G24090	AT4G35450
AT2G24090	AT4G35760
AT2G24090	AT4G36390
AT2G24090	AT4G37040
AT2G24090	AT4G37510
AT2G24090	AT4G37930
AT2G24090	AT4G38160
AT2G24090	AT4G38840
AT2G24090	AT4G38970
AT2G24090	AT4G39040
AT2G24090	AT4G39710
AT2G24090	AT4G39970
AT2G24090	AT5G01530
AT2G24090	AT5G02120
AT2G24090	AT5G02160
AT2G24090	AT5G02710
AT2G24090	AT5G03880
AT2G24090	AT5G04140
AT2G24090	AT5G05740
AT2G24090	AT5G06290
AT2G24090	AT5G07020
AT2G24090	AT5G08050
AT2G24090	AT5G08280
AT2G24090	AT5G08410
AT2G24090	AT5G08650
AT2G24090	AT5G09660
AT2G24090	AT5G11450
AT2G24090	AT5G13510
AT2G24090	AT5G13730
AT2G24090	AT5G14260
AT2G24090	AT5G14320
AT2G24090	AT5G14660
AT2G24090	AT5G14740
AT2G24090	AT5G14910
AT2G24090	AT5G16400
AT2G24090	AT5G16710
AT2G24090	AT5G17170
AT2G24090	AT5G17230
AT2G24090	AT5G17870
AT2G24090	AT5G18660
AT2G24090	AT5G19220
AT2G24090	AT5G19940
AT2G24090	AT5G20630
AT2G24090	AT5G20935
AT2G24090	AT5G22340
AT2G24090	AT5G23060
AT2G24090	AT5G23120
AT2G24090	AT5G27290
AT2G24090	AT5G27560
AT2G24090	AT5G28500
AT2G24090	AT5G28750
AT2G24090	AT5G30510
AT2G24090	AT5G35790
AT2G24090	AT5G36170
AT2G24090	AT5G38290
AT2G24090	AT5G38520
AT2G24090	AT5G38660
AT2G24090	AT5G39210
AT2G24090	AT5G39830
AT2G24090	AT5G40950
AT2G24090	AT5G42070
AT2G24090	AT5G42765
AT2G24090	AT5G43750
AT2G24090	AT5G44650
AT2G24090	AT5G45390
AT2G24090	AT5G45680
AT2G24090	AT5G45930
AT2G24090	AT5G46110
AT2G24090	AT5G46580
AT2G24090	AT5G47110
AT2G24090	AT5G47190
AT2G24090	AT5G47840
AT2G24090	AT5G48790
AT2G24090	AT5G51010
AT2G24090	AT5G51110
AT2G24090	AT5G51545
AT2G24090	AT5G52100
AT2G24090	AT5G52440
AT2G24090	AT5G52780
AT2G24090	AT5G52960
AT2G24090	AT5G52970
AT2G24090	AT5G53490
AT2G24090	AT5G53580
AT2G24090	AT5G54270
AT2G24090	AT5G54600
AT2G24090	AT5G55220
AT2G24090	AT5G55710
AT2G24090	AT5G57030
AT2G24090	AT5G57170
AT2G24090	AT5G57345
AT2G24090	AT5G57930
AT2G24090	AT5G58250
AT2G24090	AT5G58260
AT2G24090	AT5G58330
AT2G24090	AT5G61410
AT2G24090	AT5G62790
AT2G24090	AT5G62840
AT2G24090	AT5G63310
AT2G24090	AT5G64040
AT2G24090	AT5G65220
AT2G24090	AT5G66190
AT2G24090	AT5G66570
AT2G24270	AT1G01320
AT2G24270	AT1G03130
AT2G24270	AT1G03600
AT2G24270	AT1G03630
AT2G24270	AT1G03680
AT2G24270	AT1G04420
AT2G24270	AT1G05190
AT2G24270	AT1G06680
AT2G24270	AT1G07320
AT2G24270	AT1G08380
AT2G24270	AT1G08520
AT2G24270	AT1G09310
AT2G24270	AT1G09340
AT2G24270	AT1G12250
AT2G24270	AT1G12900
AT2G24270	AT1G14270
AT2G24270	AT1G14345
AT2G24270	AT1G15260
AT2G24270	AT1G15820
AT2G24270	AT1G15980
AT2G24270	AT1G17220
AT2G24270	AT1G17840
AT2G24270	AT1G18730
AT2G24270	AT1G19150
AT2G24270	AT1G20020
AT2G24270	AT1G20340
AT2G24270	AT1G21500
AT2G24270	AT1G23310
AT2G24270	AT1G23740
AT2G24270	AT1G26220
AT2G24270	AT1G29070
AT2G24270	AT1G30380
AT2G24270	AT1G31330
AT2G24270	AT1G31920
AT2G24270	AT1G32060
AT2G24270	AT1G32080
AT2G24270	AT1G32160
AT2G24270	AT1G32470
AT2G24270	AT1G32990
AT2G24270	AT1G35420
AT2G24270	AT1G35680
AT2G24270	AT1G42970
AT2G24270	AT1G44446
AT2G24270	AT1G44575
AT2G24270	AT1G45474
AT2G24270	AT1G48350
AT2G24270	AT1G49975
AT2G24270	AT1G50900
AT2G24270	AT1G51110
AT2G24270	AT1G51400
AT2G24270	AT1G52220
AT2G24270	AT1G52230
AT2G24270	AT1G54500
AT2G24270	AT1G54780
AT2G24270	AT1G55480
AT2G24270	AT1G55670
AT2G24270	AT1G60000
AT2G24270	AT1G60950
AT2G24270	AT1G61520
AT2G24270	AT1G64355
AT2G24270	AT1G64510
AT2G24270	AT1G65230
AT2G24270	AT1G66130
AT2G24270	AT1G67700
AT2G24270	AT1G67740
AT2G24270	AT1G68010
AT2G24270	AT1G68530
AT2G24270	AT1G68590
AT2G24270	AT1G70760
AT2G24270	AT1G71500
AT2G24270	AT1G72030
AT2G24270	AT1G72610
AT2G24270	AT1G73060
AT2G24270	AT1G73110
AT2G24270	AT1G74470
AT2G24270	AT1G74730
AT2G24270	AT1G74880
AT2G24270	AT1G74970
AT2G24270	AT1G75350
AT2G24270	AT1G75690
AT2G24270	AT1G76100
AT2G24270	AT1G76450
AT2G24270	AT1G76730
AT2G24270	AT1G77090
AT2G24270	AT1G77490
AT2G24270	AT1G78630
AT2G24270	AT1G79040
AT2G24270	AT1G79850
AT2G24270	AT2G01320
AT2G24270	AT2G03750
AT2G24270	AT2G04039
AT2G24270	AT2G05620
AT2G24270	AT2G06520
AT2G24270	AT2G10940
AT2G24270	AT2G20260
AT2G24270	AT2G20890
AT2G24270	AT2G21280
AT2G24270	AT2G21330
AT2G24270	AT2G21960
AT2G24270	AT2G26500
AT2G24270	AT2G36990
AT2G24270	AT2G39730
AT2G24270	AT2G43030
AT2G24270	AT2G43560
AT2G24270	AT2G47400
AT2G24270	AT2G47450
AT2G24270	AT3G01480
AT2G24270	AT3G01500
