INTERACTOR_A	INTERACTOR_B
LOC_Os02g42570	LOC_Os06g43900
LOC_Os02g42570	LOC_Os05g48630
LOC_Os02g42570	LOC_Os01g64960
LOC_Os02g42570	LOC_Os01g25600
LOC_Os02g42570	LOC_Os03g63360
LOC_Os02g42570	LOC_Os08g45190
LOC_Os02g42570	LOC_Os07g05000
LOC_Os02g42570	LOC_Os02g32780
LOC_Os02g42570	LOC_Os08g19610
LOC_Os02g42570	LOC_Os07g46780
LOC_Os02g42570	LOC_Os02g02520
LOC_Os02g42570	LOC_Os08g41460
LOC_Os02g42570	LOC_Os05g22614
LOC_Os02g42570	LOC_Os02g01340
LOC_Os02g42570	LOC_Os01g72950
LOC_Os02g42570	LOC_Os02g51570
LOC_Os02g42570	LOC_Os02g51470
LOC_Os02g42570	LOC_Os08g01380
LOC_Os02g42570	LOC_Os08g40160
LOC_Os02g42570	LOC_Os12g08770
LOC_Os02g42570	LOC_Os03g19760
LOC_Os02g42570	LOC_Os08g29370
LOC_Os02g42570	LOC_Os05g04070
LOC_Os02g42570	LOC_Os04g44340
LOC_Os02g42570	LOC_Os03g64020
LOC_Os02g42570	LOC_Os03g04300
LOC_Os02g42570	LOC_Os04g38640
LOC_Os02g42570	LOC_Os08g36140
LOC_Os02g42570	LOC_Os10g15300
LOC_Os02g42570	LOC_Os12g35630
LOC_Os02g42570	LOC_Os04g50110
LOC_Os02g42570	LOC_Os02g35900
LOC_Os02g42570	LOC_Os07g37250
LOC_Os02g42570	LOC_Os11g07020
LOC_Os02g42570	LOC_Os03g55720
LOC_Os02g42570	LOC_Os07g06450
LOC_Os02g42570	LOC_Os07g47640
LOC_Os02g42570	LOC_Os03g62630
LOC_Os02g42570	LOC_Os03g52460
LOC_Os02g42570	LOC_Os03g18200
LOC_Os02g42570	LOC_Os02g58790
LOC_Os02g42570	LOC_Os06g09610
LOC_Os02g42570	LOC_Os10g10170
LOC_Os02g42570	LOC_Os05g51450
LOC_Os02g42570	LOC_Os07g07540
LOC_Os02g42570	LOC_Os07g29410
LOC_Os02g42570	LOC_Os07g04160
LOC_Os02g42570	LOC_Os01g72800
LOC_Os02g42570	LOC_Os06g21590
LOC_Os02g42570	LOC_Os06g12630
LOC_Os02g42570	LOC_Os01g55799
LOC_Os02g42570	LOC_Os08g02210
LOC_Os02g42570	LOC_Os07g15670
LOC_Os02g42570	LOC_Os03g50310
LOC_Os02g42570	LOC_Os05g49970
LOC_Os02g42570	LOC_Os05g04090
LOC_Os02g42570	LOC_Os03g21560
LOC_Os02g42570	LOC_Os12g07110
LOC_Os02g42570	LOC_Os05g01110
LOC_Os02g42570	LOC_Os06g47970
LOC_Os02g42570	LOC_Os12g17320
LOC_Os02g42570	LOC_Os01g03040
LOC_Os02g42570	LOC_Os02g49326
LOC_Os02g42570	LOC_Os02g34810
LOC_Os02g42570	LOC_Os06g01850
LOC_Os02g42570	LOC_Os08g44000
LOC_Os02g42570	LOC_Os01g11946
LOC_Os02g42570	LOC_Os03g57220
LOC_Os02g42570	LOC_Os01g40710
LOC_Os02g42570	LOC_Os03g20640
LOC_Os02g42570	LOC_Os12g17600
LOC_Os02g42570	LOC_Os01g44210
LOC_Os02g42570	LOC_Os03g14669
LOC_Os02g42570	LOC_Os06g50130
LOC_Os02g42570	LOC_Os03g39830
LOC_Os02g42570	LOC_Os04g16680
LOC_Os02g42570	LOC_Os02g33500
LOC_Os02g42570	LOC_Os05g11090
LOC_Os02g42570	LOC_Os02g17920
LOC_Os02g42570	LOC_Os03g56670
LOC_Os02g42570	LOC_Os02g55120
LOC_Os02g42570	LOC_Os05g32220
LOC_Os02g42570	LOC_Os07g38300
LOC_Os02g42570	LOC_Os04g01540
LOC_Os02g42570	LOC_Os06g49160
LOC_Os02g42570	LOC_Os07g07480
LOC_Os02g42570	LOC_Os01g32830
LOC_Os02g42570	LOC_Os03g62510
LOC_Os02g42570	LOC_Os03g16050
LOC_Os02g42570	LOC_Os02g39740
LOC_Os02g42570	LOC_Os08g27010
LOC_Os02g42570	LOC_Os04g54640
LOC_Os02g42570	LOC_Os07g37240
LOC_Os02g42570	LOC_Os07g37030
LOC_Os02g42570	LOC_Os11g13850
LOC_Os02g42570	LOC_Os04g31040
LOC_Os02g42570	LOC_Os01g67120
LOC_Os02g57010	LOC_Os02g58790
LOC_Os02g57010	LOC_Os03g03020
LOC_Os02g57010	LOC_Os02g15900
LOC_Os02g57010	LOC_Os06g09610
LOC_Os02g57010	LOC_Os01g72800
LOC_Os02g57010	LOC_Os03g03990
LOC_Os02g57010	LOC_Os01g55799
LOC_Os02g57010	LOC_Os03g59640
LOC_Os02g57010	LOC_Os03g55930
LOC_Os02g57010	LOC_Os07g41630
LOC_Os02g57010	LOC_Os04g53490
LOC_Os02g57010	LOC_Os04g51300
LOC_Os02g57010	LOC_Os03g30092
LOC_Os02g57010	LOC_Os05g33280
LOC_Os02g57010	LOC_Os02g51020
LOC_Os02g57010	LOC_Os02g04460
LOC_Os02g57010	LOC_Os06g05950
LOC_Os02g57010	LOC_Os05g42100
LOC_Os02g57010	LOC_Os08g07060
LOC_Os02g57010	LOC_Os01g54540
LOC_Os02g57010	LOC_Os02g33450
LOC_Os02g57010	LOC_Os08g02390
LOC_Os02g57010	LOC_Os09g30410
LOC_Os02g57010	LOC_Os01g58470
LOC_Os02g57010	LOC_Os02g32780
LOC_Os02g57010	LOC_Os06g45340
LOC_Os02g57010	LOC_Os01g59090
LOC_Os02g57010	LOC_Os03g48040
LOC_Os02g57010	LOC_Os03g39830
LOC_Os02g57010	LOC_Os02g17920
LOC_Os02g57010	LOC_Os03g17580
LOC_Os02g57010	LOC_Os05g41190
LOC_Os02g57010	LOC_Os02g51570
LOC_Os02g57010	LOC_Os01g72950
LOC_Os02g57010	LOC_Os02g51470
LOC_Os02g57010	LOC_Os01g69950
LOC_Os02g57010	LOC_Os03g56869
LOC_Os02g57010	LOC_Os01g73540
LOC_Os02g57010	LOC_Os08g23410
LOC_Os02g57010	LOC_Os06g49160
LOC_Os02g57010	LOC_Os01g66600
LOC_Os02g57010	LOC_Os06g04150
LOC_Os02g57010	LOC_Os04g50110
LOC_Os02g57010	LOC_Os12g35630
LOC_Os02g57010	LOC_Os07g06450
LOC_Os02g57010	LOC_Os03g62630
LOC_Os08g07060	LOC_Os07g32880
LOC_Os08g07060	LOC_Os05g28090
LOC_Os08g07060	LOC_Os12g19381
LOC_Os08g07060	LOC_Os01g48690
LOC_Os08g07060	LOC_Os08g32630
LOC_Os08g07060	LOC_Os01g39960
LOC_Os08g07060	LOC_Os02g15660
LOC_Os08g07060	LOC_Os06g05390
LOC_Os08g07060	LOC_Os03g56660
LOC_Os08g07060	LOC_Os02g51020
LOC_Os08g07060	LOC_Os10g01044
LOC_Os08g07060	LOC_Os02g42570
LOC_Os08g07060	LOC_Os12g38170
LOC_Os08g07060	LOC_Os02g13970
LOC_Os08g07060	LOC_Os07g37830
LOC_Os08g07060	LOC_Os06g51029
LOC_Os08g07060	LOC_Os06g43900
LOC_Os08g07060	LOC_Os05g48630
LOC_Os08g07060	LOC_Os01g64960
LOC_Os08g07060	LOC_Os10g39150
LOC_Os08g07060	LOC_Os01g58470
LOC_Os08g07060	LOC_Os02g32780
LOC_Os08g07060	LOC_Os08g19610
LOC_Os08g07060	LOC_Os07g46780
LOC_Os08g07060	LOC_Os08g41460
LOC_Os08g07060	LOC_Os05g22614
LOC_Os08g07060	LOC_Os02g01340
LOC_Os08g07060	LOC_Os04g58780
LOC_Os08g07060	LOC_Os01g72950
LOC_Os08g07060	LOC_Os08g40160
LOC_Os08g07060	LOC_Os12g08770
LOC_Os08g07060	LOC_Os03g56869
LOC_Os08g07060	LOC_Os03g19760
LOC_Os08g07060	LOC_Os08g02630
LOC_Os08g07060	LOC_Os04g44340
LOC_Os08g07060	LOC_Os03g04300
LOC_Os08g07060	LOC_Os08g36140
LOC_Os08g07060	LOC_Os10g15300
LOC_Os08g07060	LOC_Os02g35900
LOC_Os08g07060	LOC_Os07g37250
LOC_Os08g07060	LOC_Os11g40600
LOC_Os08g07060	LOC_Os02g58790
LOC_Os08g07060	LOC_Os06g20320
LOC_Os08g07060	LOC_Os06g09610
LOC_Os08g07060	LOC_Os01g31690
LOC_Os08g07060	LOC_Os07g29410
LOC_Os08g07060	LOC_Os07g04160
LOC_Os08g07060	LOC_Os06g21110
LOC_Os08g07060	LOC_Os07g15670
LOC_Os08g07060	LOC_Os05g49970
LOC_Os08g07060	LOC_Os04g53490
LOC_Os08g07060	LOC_Os05g04090
LOC_Os08g07060	LOC_Os10g39800
LOC_Os08g07060	LOC_Os03g21560
LOC_Os08g07060	LOC_Os05g42100
LOC_Os08g07060	LOC_Os05g01110
LOC_Os08g07060	LOC_Os03g03720
LOC_Os08g07060	LOC_Os03g57220
LOC_Os08g07060	LOC_Os06g50130
LOC_Os08g07060	LOC_Os04g16680
LOC_Os08g07060	LOC_Os01g17240
LOC_Os08g07060	LOC_Os08g41040
LOC_Os08g07060	LOC_Os02g17920
LOC_Os08g07060	LOC_Os03g29970
LOC_Os08g07060	LOC_Os07g01030
LOC_Os08g07060	LOC_Os02g55120
LOC_Os08g07060	LOC_Os05g32220
LOC_Os08g07060	LOC_Os04g45210
LOC_Os08g07060	LOC_Os01g32830
LOC_Os08g07060	LOC_Os01g66600
LOC_Os08g07060	LOC_Os02g45460
LOC_Os08g07060	LOC_Os02g39740
LOC_Os08g07060	LOC_Os09g31502
LOC_Os08g07060	LOC_Os06g13660
LOC_Os08g07060	LOC_Os11g13850
LOC_Os08g07060	LOC_Os01g67120
LOC_Os08g07060	LOC_Os02g22100
LOC_Os08g07060	LOC_Os09g10750
LOC_Os08g07060	LOC_Os11g47970
LOC_Os08g07060	LOC_Os04g51300
LOC_Os08g07060	LOC_Os03g30092
LOC_Os08g07060	LOC_Os11g43600
LOC_Os08g07060	LOC_Os01g68450
LOC_Os08g07060	LOC_Os02g04460
LOC_Os08g07060	LOC_Os06g05950
LOC_Os08g07060	LOC_Os02g38210
LOC_Os08g07060	LOC_Os10g39430
LOC_Os08g07060	LOC_Os02g42960
LOC_Os08g07060	LOC_Os04g41340
LOC_Os08g07060	LOC_Os05g33620
LOC_Os08g07060	LOC_Os01g52170
LOC_Os08g07060	LOC_Os03g63360
LOC_Os08g07060	LOC_Os01g25600
LOC_Os08g07060	LOC_Os07g05000
LOC_Os08g07060	LOC_Os01g59080
LOC_Os08g07060	LOC_Os06g45340
LOC_Os08g07060	LOC_Os06g40640
LOC_Os08g07060	LOC_Os01g59090
LOC_Os08g07060	LOC_Os02g47020
LOC_Os08g07060	LOC_Os02g02520
LOC_Os08g07060	LOC_Os01g13570
LOC_Os08g07060	LOC_Os09g39180
LOC_Os08g07060	LOC_Os05g41190
LOC_Os08g07060	LOC_Os02g51570
LOC_Os08g07060	LOC_Os12g23180
LOC_Os08g07060	LOC_Os02g51470
LOC_Os08g07060	LOC_Os01g73540
LOC_Os08g07060	LOC_Os10g39930
LOC_Os08g07060	LOC_Os03g14040
LOC_Os08g07060	LOC_Os08g29370
LOC_Os08g07060	LOC_Os11g05556
LOC_Os08g07060	LOC_Os05g04070
LOC_Os08g07060	LOC_Os06g47940
LOC_Os08g07060	LOC_Os06g04150
LOC_Os08g07060	LOC_Os03g64020
LOC_Os08g07060	LOC_Os04g38640
LOC_Os08g07060	LOC_Os03g56280
LOC_Os08g07060	LOC_Os04g50110
LOC_Os08g07060	LOC_Os12g35630
LOC_Os08g07060	LOC_Os07g06450
LOC_Os08g07060	LOC_Os06g15330
LOC_Os08g07060	LOC_Os07g47640
LOC_Os08g07060	LOC_Os12g08730
LOC_Os08g07060	LOC_Os03g62630
LOC_Os08g07060	LOC_Os03g18200
LOC_Os08g07060	LOC_Os05g51450
LOC_Os08g07060	LOC_Os10g10170
LOC_Os08g07060	LOC_Os07g07540
LOC_Os08g07060	LOC_Os06g12630
LOC_Os08g07060	LOC_Os01g72800
LOC_Os08g07060	LOC_Os01g55799
LOC_Os08g07060	LOC_Os03g12020
LOC_Os08g07060	LOC_Os06g43140
LOC_Os08g07060	LOC_Os12g07110
LOC_Os08g07060	LOC_Os06g47970
LOC_Os08g07060	LOC_Os01g49740
LOC_Os08g07060	LOC_Os08g24390
LOC_Os08g07060	LOC_Os02g34810
LOC_Os08g07060	LOC_Os02g49326
LOC_Os08g07060	LOC_Os08g39430
LOC_Os08g07060	LOC_Os06g01850
LOC_Os08g07060	LOC_Os08g44000
LOC_Os08g07060	LOC_Os01g40710
LOC_Os08g07060	LOC_Os01g11946
LOC_Os08g07060	LOC_Os04g38600
LOC_Os08g07060	LOC_Os09g09320
LOC_Os08g07060	LOC_Os01g44210
LOC_Os08g07060	LOC_Os03g48040
LOC_Os08g07060	LOC_Os03g14669
LOC_Os08g07060	LOC_Os03g39830
LOC_Os08g07060	LOC_Os02g33500
LOC_Os08g07060	LOC_Os05g11090
LOC_Os08g07060	LOC_Os03g56670
LOC_Os08g07060	LOC_Os03g17580
LOC_Os08g07060	LOC_Os01g69950
LOC_Os08g07060	LOC_Os04g01540
LOC_Os08g07060	LOC_Os06g49160
LOC_Os08g07060	LOC_Os07g07480
LOC_Os08g07060	LOC_Os03g16050
LOC_Os08g07060	LOC_Os03g62510
LOC_Os08g07060	LOC_Os03g50270
LOC_Os08g07060	LOC_Os08g27010
LOC_Os08g07060	LOC_Os07g25430
LOC_Os08g07060	LOC_Os04g54640
LOC_Os08g07060	LOC_Os07g37030
LOC_Os08g07060	LOC_Os04g31040
LOC_Os01g64960	LOC_Os08g02210
LOC_Os01g64960	LOC_Os05g48630
LOC_Os01g64960	LOC_Os07g47640
LOC_Os01g64960	LOC_Os05g22614
LOC_Os05g32350	LOC_Os01g70100
LOC_Os05g32350	LOC_Os03g56820
LOC_Os05g32350	LOC_Os01g73310
LOC_Os05g32350	LOC_Os03g58830
LOC_Os05g32350	LOC_Os06g20370
LOC_Os05g32350	LOC_Os10g41370
LOC_Os05g32350	LOC_Os07g31840
LOC_Os05g32350	LOC_Os12g41230
LOC_Os05g32350	LOC_Os05g30750
LOC_Os04g08450	LOC_Os09g30280
LOC_Os04g08450	LOC_Os02g49770
LOC_Os04g08450	LOC_Os02g48830
LOC_Os04g08450	LOC_Os06g20370
LOC_Os04g08450	LOC_Os03g43860
LOC_Os04g08450	LOC_Os05g32350
LOC_Os04g08450	LOC_Os03g56820
LOC_Os03g56730	LOC_Os11g14544
LOC_Os10g31680	LOC_Os04g46810
LOC_Os10g31680	LOC_Os10g31690
LOC_Os10g31680	LOC_Os10g31720
LOC_Os10g31680	LOC_Os10g31660
LOC_Os10g31680	LOC_Os10g31640
LOC_Os10g31680	LOC_Os10g31530
LOC_Os10g31680	LOC_Os02g44080
LOC_Os10g31680	LOC_Os03g14150
LOC_Os10g31680	LOC_Os08g15420
LOC_Os10g31680	LOC_Os07g44550
LOC_Os10g31680	LOC_Os04g34630
LOC_Os10g31680	LOC_Os10g31730
LOC_Os10g31680	LOC_Os01g62110
LOC_Os10g31680	LOC_Os04g44060
LOC_Os10g31680	LOC_Os04g58760
LOC_Os10g31680	LOC_Os01g15810
LOC_Os10g31680	LOC_Os10g31670
LOC_Os02g57540	LOC_Os02g56960
LOC_Os02g57540	LOC_Os02g01560
LOC_Os02g57540	LOC_Os05g06310
LOC_Os03g05800	LOC_Os11g39020
LOC_Os03g05800	LOC_Os03g19760
LOC_Os03g05800	LOC_Os07g43330
LOC_Os04g40290	LOC_Os09g36900
LOC_Os04g40290	LOC_Os05g33890
LOC_Os04g40290	LOC_Os03g49750
LOC_Os04g40290	LOC_Os02g58470
LOC_Os04g40290	LOC_Os03g38010
LOC_Os04g40290	LOC_Os07g30110
LOC_Os11g07922	LOC_Os03g55720
LOC_Os11g07922	LOC_Os04g53490
LOC_Os11g07922	LOC_Os01g17150
LOC_Os07g44590	LOC_Os01g62110
LOC_Os07g44590	LOC_Os04g58760
LOC_Os03g56869	LOC_Os02g15900
LOC_Os03g56869	LOC_Os07g32880
LOC_Os03g56869	LOC_Os02g15750
LOC_Os03g56869	LOC_Os01g39960
LOC_Os03g56869	LOC_Os04g51300
LOC_Os03g56869	LOC_Os02g51020
LOC_Os03g56869	LOC_Os10g01044
LOC_Os03g56869	LOC_Os02g42570
LOC_Os03g56869	LOC_Os02g04460
LOC_Os03g56869	LOC_Os06g05950
LOC_Os03g56869	LOC_Os01g52170
LOC_Os03g56869	LOC_Os01g54540
LOC_Os03g56869	LOC_Os06g43900
LOC_Os03g56869	LOC_Os01g25600
LOC_Os03g56869	LOC_Os01g58470
LOC_Os03g56869	LOC_Os02g32780
LOC_Os03g56869	LOC_Os01g59090
LOC_Os03g56869	LOC_Os03g24860
LOC_Os03g56869	LOC_Os02g02520
LOC_Os03g56869	LOC_Os05g22614
LOC_Os03g56869	LOC_Os11g32500
LOC_Os03g56869	LOC_Os05g41190
LOC_Os03g56869	LOC_Os02g51570
LOC_Os03g56869	LOC_Os01g72950
LOC_Os03g56869	LOC_Os02g51470
LOC_Os03g56869	LOC_Os03g19760
LOC_Os03g56869	LOC_Os03g14040
LOC_Os03g56869	LOC_Os08g29370
LOC_Os03g56869	LOC_Os06g47940
LOC_Os03g56869	LOC_Os01g71190
LOC_Os03g56869	LOC_Os04g44340
LOC_Os03g56869	LOC_Os04g38640
LOC_Os03g56869	LOC_Os10g15300
LOC_Os03g56869	LOC_Os12g35630
LOC_Os03g56869	LOC_Os04g50110
LOC_Os03g56869	LOC_Os03g55720
LOC_Os03g56869	LOC_Os07g06450
LOC_Os03g56869	LOC_Os03g49710
LOC_Os03g56869	LOC_Os03g62630
LOC_Os03g56869	LOC_Os03g03020
LOC_Os03g56869	LOC_Os03g18200
LOC_Os03g56869	LOC_Os02g58790
LOC_Os03g56869	LOC_Os10g10170
LOC_Os03g56869	LOC_Os06g09610
LOC_Os03g56869	LOC_Os07g07540
LOC_Os03g56869	LOC_Os07g04160
LOC_Os03g56869	LOC_Os03g03990
LOC_Os03g56869	LOC_Os01g72800
LOC_Os03g56869	LOC_Os01g55799
LOC_Os03g56869	LOC_Os03g59640
LOC_Os03g56869	LOC_Os04g53490
LOC_Os03g56869	LOC_Os05g22730
LOC_Os03g56869	LOC_Os03g12020
LOC_Os03g56869	LOC_Os03g21560
LOC_Os03g56869	LOC_Os06g36840
LOC_Os03g56869	LOC_Os05g01110
LOC_Os03g56869	LOC_Os08g24390
LOC_Os03g56869	LOC_Os02g34810
LOC_Os03g56869	LOC_Os08g02390
LOC_Os03g56869	LOC_Os08g44000
LOC_Os03g56869	LOC_Os04g38600
LOC_Os03g56869	LOC_Os03g22780
LOC_Os03g56869	LOC_Os03g39830
LOC_Os03g56869	LOC_Os02g17920
LOC_Os03g56869	LOC_Os03g17580
LOC_Os03g56869	LOC_Os07g01030
LOC_Os03g56869	LOC_Os12g29570
LOC_Os03g56869	LOC_Os02g55120
LOC_Os03g56869	LOC_Os06g49160
LOC_Os03g56869	LOC_Os01g32830
LOC_Os03g56869	LOC_Os03g62510
LOC_Os03g56869	LOC_Os08g27010
LOC_Os03g56869	LOC_Os04g54640
LOC_Os03g56869	LOC_Os06g13660
LOC_Os03g56869	LOC_Os11g13850
LOC_Os03g56869	LOC_Os01g67120
LOC_Os03g56869	LOC_Os04g31040
LOC_Os08g41950	LOC_Os09g32948
LOC_Os08g41950	LOC_Os05g30400
LOC_Os01g61160	LOC_Os08g24790
LOC_Os01g61160	LOC_Os07g04940
LOC_Os01g61160	LOC_Os03g17350
LOC_Os01g61160	LOC_Os06g16350
LOC_Os01g61160	LOC_Os05g15630
LOC_Os02g06340	LOC_Os03g11540
LOC_Os02g06340	LOC_Os04g41900
LOC_Os02g06340	LOC_Os05g38480
LOC_Os02g06340	LOC_Os04g48760
LOC_Os02g06340	LOC_Os07g32390
LOC_Os02g06340	LOC_Os04g28260
LOC_Os02g06340	LOC_Os12g19180
LOC_Os02g06340	LOC_Os01g59120
LOC_Os02g06340	LOC_Os05g39850
LOC_Os02g06340	LOC_Os03g22040
LOC_Os02g06340	LOC_Os11g29380
LOC_Os02g06340	LOC_Os03g56070
LOC_Os02g06340	LOC_Os01g16650
LOC_Os02g06340	LOC_Os04g15800
LOC_Os02g06340	LOC_Os02g47130
LOC_Os02g06340	LOC_Os05g41750
LOC_Os02g06340	LOC_Os06g14460
LOC_Os02g06340	LOC_Os03g38010
LOC_Os02g06340	LOC_Os12g41230
LOC_Os02g06340	LOC_Os10g42660
LOC_Os03g32560	LOC_Os11g28600
LOC_Os03g32560	LOC_Os04g52660
LOC_Os02g51540	LOC_Os09g30280
LOC_Os02g51540	LOC_Os02g49770
LOC_Os02g51540	LOC_Os06g48650
LOC_Os02g51540	LOC_Os04g54940
LOC_Os02g51540	LOC_Os02g05620
LOC_Os02g51540	LOC_Os05g32760
LOC_Os02g51540	LOC_Os02g48830
LOC_Os02g51540	LOC_Os10g41370
LOC_Os02g51540	LOC_Os03g07790
LOC_Os02g51540	LOC_Os05g30750
LOC_Os02g51540	LOC_Os05g35480
LOC_Os02g35900	LOC_Os03g18200
LOC_Os02g35900	LOC_Os10g15300
LOC_Os02g35900	LOC_Os06g01850
LOC_Os02g35900	LOC_Os07g06450
LOC_Os02g35900	LOC_Os03g16050
LOC_Os02g35900	LOC_Os07g32880
LOC_Os02g35900	LOC_Os07g05000
LOC_Os02g35900	LOC_Os01g67120
LOC_Os06g09610	LOC_Os02g22100
LOC_Os06g09610	LOC_Os02g15900
LOC_Os06g09610	LOC_Os09g10750
LOC_Os06g09610	LOC_Os07g32880
LOC_Os06g09610	LOC_Os02g15750
LOC_Os06g09610	LOC_Os11g47970
LOC_Os06g09610	LOC_Os04g51300
LOC_Os06g09610	LOC_Os02g15660
LOC_Os06g09610	LOC_Os07g04840
LOC_Os06g09610	LOC_Os07g05480
LOC_Os06g09610	LOC_Os03g56660
LOC_Os06g09610	LOC_Os10g01044
LOC_Os06g09610	LOC_Os04g41340
LOC_Os06g09610	LOC_Os06g51029
LOC_Os06g09610	LOC_Os06g43900
LOC_Os06g09610	LOC_Os05g48630
LOC_Os06g09610	LOC_Os01g64960
LOC_Os06g09610	LOC_Os08g45190
LOC_Os06g09610	LOC_Os07g05000
LOC_Os06g09610	LOC_Os07g46780
LOC_Os06g09610	LOC_Os02g02520
LOC_Os06g09610	LOC_Os08g41460
LOC_Os06g09610	LOC_Os11g32500
LOC_Os06g09610	LOC_Os05g22614
LOC_Os06g09610	LOC_Os02g01340
LOC_Os06g09610	LOC_Os01g72950
LOC_Os06g09610	LOC_Os02g51570
LOC_Os06g09610	LOC_Os02g51470
LOC_Os06g09610	LOC_Os08g01380
LOC_Os06g09610	LOC_Os12g08770
LOC_Os06g09610	LOC_Os08g40160
LOC_Os06g09610	LOC_Os08g29370
LOC_Os06g09610	LOC_Os05g04070
LOC_Os06g09610	LOC_Os04g44340
LOC_Os06g09610	LOC_Os03g64020
LOC_Os06g09610	LOC_Os04g38640
LOC_Os06g09610	LOC_Os10g15300
LOC_Os06g09610	LOC_Os04g50110
LOC_Os06g09610	LOC_Os02g35900
LOC_Os06g09610	LOC_Os07g37250
LOC_Os06g09610	LOC_Os11g07020
LOC_Os06g09610	LOC_Os03g55720
LOC_Os06g09610	LOC_Os07g06450
LOC_Os06g09610	LOC_Os07g47640
LOC_Os06g09610	LOC_Os03g03020
LOC_Os06g09610	LOC_Os03g18200
LOC_Os06g09610	LOC_Os02g58790
LOC_Os06g09610	LOC_Os10g10170
LOC_Os06g09610	LOC_Os07g29410
LOC_Os06g09610	LOC_Os07g04160
LOC_Os06g09610	LOC_Os03g03990
LOC_Os06g09610	LOC_Os06g21590
LOC_Os06g09610	LOC_Os11g24450
LOC_Os06g09610	LOC_Os01g55799
LOC_Os06g09610	LOC_Os08g02210
LOC_Os06g09610	LOC_Os03g59640
LOC_Os06g09610	LOC_Os05g49970
LOC_Os06g09610	LOC_Os05g04090
LOC_Os06g09610	LOC_Os03g21560
LOC_Os06g09610	LOC_Os12g07110
LOC_Os06g09610	LOC_Os06g36840
LOC_Os06g09610	LOC_Os06g47970
LOC_Os06g09610	LOC_Os12g17320
LOC_Os06g09610	LOC_Os11g13890
LOC_Os06g09610	LOC_Os06g01850
LOC_Os06g09610	LOC_Os08g44000
LOC_Os06g09610	LOC_Os03g57220
LOC_Os06g09610	LOC_Os01g40710
LOC_Os06g09610	LOC_Os12g17600
LOC_Os06g09610	LOC_Os01g44210
LOC_Os06g09610	LOC_Os06g50130
LOC_Os06g09610	LOC_Os03g14669
LOC_Os06g09610	LOC_Os03g39830
LOC_Os06g09610	LOC_Os12g19470
LOC_Os06g09610	LOC_Os04g16680
LOC_Os06g09610	LOC_Os02g17920
LOC_Os06g09610	LOC_Os03g56670
LOC_Os06g09610	LOC_Os03g17580
LOC_Os06g09610	LOC_Os12g29570
LOC_Os06g09610	LOC_Os05g32220
LOC_Os06g09610	LOC_Os03g62510
LOC_Os06g09610	LOC_Os03g16050
LOC_Os06g09610	LOC_Os08g27010
LOC_Os06g09610	LOC_Os07g37240
LOC_Os06g09610	LOC_Os04g33830
LOC_Os06g09610	LOC_Os07g37030
LOC_Os06g09610	LOC_Os11g13850
LOC_Os06g09610	LOC_Os01g67120
LOC_Os03g21730	LOC_Os10g09870
LOC_Os03g21730	LOC_Os11g31980
LOC_Os03g21730	LOC_Os01g60670
LOC_Os03g21730	LOC_Os10g20650
LOC_Os03g21730	LOC_Os02g47150
LOC_Os03g21730	LOC_Os03g21160
LOC_Os03g21730	LOC_Os01g32640
LOC_Os03g21730	LOC_Os12g44090
LOC_Os03g21730	LOC_Os05g38480
LOC_Os03g21730	LOC_Os03g12140
LOC_Os03g21730	LOC_Os02g02500
LOC_Os03g21730	LOC_Os03g20450
LOC_Os03g21730	LOC_Os12g41180
LOC_Os03g21730	LOC_Os01g56320
LOC_Os03g21730	LOC_Os12g19180
LOC_Os03g21730	LOC_Os02g47420
LOC_Os03g21730	LOC_Os01g39600
LOC_Os03g21730	LOC_Os04g38570
LOC_Os03g21730	LOC_Os01g62260
LOC_Os03g21730	LOC_Os04g43670
LOC_Os03g21730	LOC_Os12g17530
LOC_Os03g21730	LOC_Os05g11750
LOC_Os03g21730	LOC_Os02g48830
LOC_Os03g21730	LOC_Os01g13530
LOC_Os03g21730	LOC_Os10g35450
LOC_Os03g21730	LOC_Os10g41370
LOC_Os03g21730	LOC_Os02g15820
LOC_Os03g21730	LOC_Os01g72700
LOC_Os03g21730	LOC_Os03g19780
LOC_Os03g21730	LOC_Os01g54080
LOC_Os03g21730	LOC_Os07g05190
LOC_Os03g21730	LOC_Os07g40480
LOC_Os03g21730	LOC_Os03g22040
LOC_Os03g21730	LOC_Os03g49610
LOC_Os03g21730	LOC_Os05g32760
LOC_Os03g21730	LOC_Os06g20370
LOC_Os03g21730	LOC_Os05g30750
LOC_Os11g35050	LOC_Os06g48650
LOC_Os11g35050	LOC_Os05g11750
LOC_Os11g35050	LOC_Os11g38920
LOC_Os11g09940	LOC_Os11g09820
LOC_Os11g31330	LOC_Os06g04200
LOC_Os11g31330	LOC_Os02g15090
LOC_Os11g31330	LOC_Os03g62590
LOC_Os11g31330	LOC_Os04g35010
LOC_Os11g31330	LOC_Os03g40440
LOC_Os11g31330	LOC_Os01g55690
LOC_Os11g31330	LOC_Os07g11380
LOC_Os11g31330	LOC_Os02g28580
LOC_Os11g31330	LOC_Os01g55700
LOC_Os11g31330	LOC_Os07g11330
LOC_Os11g31330	LOC_Os07g42390
LOC_Os11g31330	LOC_Os05g41970
LOC_Os11g31330	LOC_Os10g04980
LOC_Os11g31330	LOC_Os10g30944
LOC_Os11g31330	LOC_Os07g11630
LOC_Os11g31330	LOC_Os07g36920
LOC_Os11g31330	LOC_Os10g26060
